,1,2,Cluster
0,0.8514484359391854,0.6371474694553478,1.0
1,0.8161047240250818,0.6445651584484277,1.0
2,0.8756553064059198,0.6084058799237478,1.0
3,0.9317231339190367,0.6065558897264016,1.0
4,0.8469958545303292,0.6400538520258122,1.0
5,0.8494592139448126,0.5976970020564716,1.0
6,0.8212318736725499,0.6207853802803976,1.0
7,0.873244748658676,0.6326476342233587,1.0
8,0.8846229691562832,0.6406274115571202,1.0
9,0.8077997760778275,0.6437110761645344,1.0
10,0.8336402654738518,0.5629778793731307,1.0
11,0.8395152591430397,0.6715088995582549,1.0
12,0.8573633002550644,0.630898799070625,1.0
13,0.899478556596383,0.7060590828887378,1.0
14,0.8367997448278611,0.6392957106089743,1.0
15,0.8384990964449391,0.6383269164188194,1.0
16,0.7792836430133158,0.5692432351260371,1.0
17,0.8500863684414133,0.6744549098781552,1.0
18,0.8299495366923096,0.6395324342700777,1.0
19,0.8834721083274695,0.6223590190672045,1.0
20,0.8875173625890489,0.6400465521772319,1.0
21,0.8231391992034491,0.6338521092391055,1.0
22,0.8217706661954028,0.6336591846694837,1.0
23,0.844520641680343,0.6521914145438011,1.0
24,0.8209376929550722,0.6803876011029029,1.0
25,0.8842598229958804,0.5999547409388022,1.0
26,0.8463536138430885,0.6239243151699196,1.0
27,0.856866533548994,0.6190302881145952,1.0
28,0.7532341021184245,0.6588228055612332,1.0
29,0.848194129101154,0.6417067463114908,1.0
30,0.8900098167997664,0.6130423266077395,1.0
31,0.8071941732821408,0.6731419799692155,1.0
32,0.8852091754211472,0.5730360278812502,1.0
33,0.8531283910254407,0.6564044700101364,1.0
34,0.8318417760325689,0.6231348886877375,1.0
35,0.9058718686725553,0.7107695708940437,1.0
36,0.8344075060263944,0.6452972289774789,1.0
37,0.8891272746473333,0.5963016881421259,1.0
38,0.8326553527420768,0.671722680838106,1.0
39,0.7794926945121826,0.5881738281657357,1.0
40,0.8369764687753569,0.6243685630978054,1.0
41,0.844070211131238,0.6565097963967947,1.0
42,0.9246380122435213,0.574731678422899,1.0
43,0.8835410737703946,0.5856522518990035,1.0
44,0.7994377161231507,0.6257471916439676,1.0
45,0.9033761817067008,0.5948354614130004,1.0
46,0.7702599458405756,0.6640651396773884,1.0
47,0.8180982563596375,0.6042355807133829,1.0
48,0.8368600895904207,0.6390037166657628,1.0
49,0.8455508129840378,0.6446173002240011,1.0
50,0.8380583641612455,0.6218157017657291,1.0
51,0.7628590917466683,0.6356489148253668,1.0
52,0.8297307869280314,0.6080335876461535,1.0
53,0.8163795082117369,0.6860616691208062,1.0
54,0.9514386299152695,0.6828080223250226,1.0
55,0.8392070698199678,0.6583118161606134,1.0
56,0.7882760902197303,0.6442241512361773,1.0
57,0.8034700393641817,0.6168455477180673,1.0
58,0.8949731735202872,0.5635180681680717,1.0
59,0.8722673790222208,0.6626072556323546,1.0
60,0.7988719839741552,0.6327769458267809,1.0
61,0.8267976004336203,0.6124520817082479,1.0
62,0.8409225852127314,0.6401789922871886,1.0
63,0.9194957764054134,0.6283198668507619,1.0
64,0.8107545142731527,0.6102527416145597,1.0
65,0.827809452791538,0.6530454968276944,1.0
66,0.8218062265019112,0.6184306576955003,1.0
67,0.8318881121895343,0.6408902061060104,1.0
68,0.8526089950334105,0.6424628020573059,1.0
69,0.8334398346553505,0.6232266582127468,1.0
70,0.8655615672827939,0.7181486749731991,1.0
71,0.8409031886819087,0.5619663289270057,1.0
72,0.8406133183046139,0.6620232677459319,1.0
73,0.8487221457735498,0.6332524788200108,1.0
74,0.8893395589013374,0.7003787578577656,1.0
75,0.8167372664469111,0.6417359457058119,1.0
76,0.9248944774843992,0.5849139243568834,1.0
77,0.7025003205815511,0.6964264112692977,1.0
78,0.8521844265254025,0.6605424413196458,1.0
79,0.8725292321883273,0.6929662830422432,1.0
80,0.8483061979459073,0.6482693101851659,1.0
81,0.8625992859921487,0.6007087110135944,1.0
82,0.8267307901607864,0.6166880795558355,1.0
83,0.8273223843508789,0.6207363670113586,1.0
84,0.8212157098968643,0.6174076360587492,1.0
85,0.826249109645356,0.6497480509404291,1.0
86,0.8619257953385826,0.7154602450246318,1.0
87,0.821612261193684,0.6773039364954887,1.0
88,0.8493676192159275,0.6889513663230872,1.0
